Symbol,Name,Current Price,% Change,Avg Stock Volume,Avg Option Volume,Date,Implied Move,Actual Move,Straddle Return,Avg Straddle Return,Max Return,Min Return,EtfHoldingsList,MarketCap
LGVN,Longeveron,0.5258,0.019,399607,,11/10/2023,,-0.057,,,,,,13201418.0
TCI,Transcontinental Realty Investors,40.0,0.0063,5008,,11/9/2023,,0.002,,,,,IWM,345572640.0
TG,Tredegar,4.78,0.0149,135241,68.0,11/9/2023,0.0517,-0.009,0.375,0.2582,0.6065,-0.0588,IWM,164358784.0
LNW,Light & Wonder,88.22,0.0324,587257,171.0,11/9/2023,0.0663,0.1121,0.6712,-0.2572,-0.1392,-0.4533,IWM,7943981568.0
DV,Doubleverify Hldgs,41.62,-0.0168,1470187,1012.0,11/9/2023,0.1242,0.0563,-0.5776,0.0387,0.5767,-0.2204,,7074817024.0
RCEL,Avita Medical,18.0,0.0227,168930,54.0,11/9/2023,0.1207,0.1427,0.2651,0.5921,1.4266,-0.2776,IWM,459912416.0
EVLV,Evolv Technologies Holdings - Class A,5.07,0.0,1003150,1457.0,11/9/2023,0.1829,-0.0793,-0.3015,0.237,0.99,-0.4031,IWM,766252416.0
ARL,American Realty Investors,22.64,0.0589,5268,,11/9/2023,,-0.0239,,,,,IWM,365682176.0
EPSN,Epsilon Energy Ltd. - Common Shares,4.95,0.0102,57612,137.0,11/9/2023,0.0387,-0.0505,-0.056,-0.0622,0.1811,-0.3063,,109715952.0
WINT,Windtree Therapeutics,0.36,-0.0083,239568,,11/9/2023,,-0.0114,,,,,,2667077.0
ETON,Eton Pharmaceuticals,4.41,0.0,83707,28.0,11/9/2023,0.1234,-0.1523,-0.0247,0.1762,0.4602,-0.0264,,113131488.0
NKTX,Nkarta,11.11,0.0137,2955737,658.0,11/9/2023,0.1843,-0.0098,-0.154,-0.0079,0.2269,-0.1037,IWM,545036928.0
AGAE,Allied Gaming & Entertainment,1.22,0.0083,68008,,11/9/2023,,0.0019,,,,,,44948048.0
OSS,One Stop Systems,2.15,0.0094,21615,20.0,11/9/2023,0.086,0.0203,-0.0386,0.1235,0.5246,-0.2319,,44298708.0
FGF,FG Finl Gr,1.35,0.0075,8787,,11/9/2023,,0.0579,,,,,,14254556.0
TNXP,Tonix Pharmaceuticals Holding Corp.,0.33,0.0,1172120,,11/9/2023,,-0.0021,,,,,,19342816.0
LILA,Liberty Latin America Ltd. - Class A,6.72,-0.0088,256536,28.0,11/9/2023,0.0375,0.1252,-0.37,0.0524,0.399,-0.1826,IWM,1375584000.0
SENS,Senseonics Holdings,0.5445,0.0083,2087935,328.0,11/9/2023,0.1901,0.0199,-0.6134,-0.0477,0.0144,-0.1581,,287592000.0
PMD,Psychemedics,2.93,0.0034,14775,,11/9/2023,,-0.0329,,,,,,16999160.0
EVBG,Everbridge,28.18,0.0014,702651,191.0,11/9/2023,0.124,0.0372,-0.6023,0.2135,1.2375,-0.238,IWM,1164419968.0
IVVD,Invivyd,4.98,-0.0119,1202917,303.0,11/9/2023,0.1135,0.0,-0.5329,0.0097,0.3233,-0.2029,,548372672.0
BRNS,Barinthus Biotherapeutics PLC - American Depositary Shares,2.56,0.0055,22183,,11/9/2023,,-0.0708,,,,,,98727096.0
GRNT,Granite Ridge Resources,5.51,0.0018,560899,22.0,11/9/2023,0.0594,0.0118,-0.1453,,,,IWM,732846592.0
GHRS,GH Research PLC -,8.05,0.0063,94515,16.0,11/9/2023,0.1638,0.0327,-0.0433,,,,,406692832.0
ELDN,Eledon Pharmaceuticals,1.79,0.0592,85020,34.0,11/9/2023,0.1564,0.0087,,-0.0061,0.1364,-0.1597,,43314652.0
GBR,New Concept Energy,1.065,0.0143,14919,,11/9/2023,,0.0,,,,,,5465511.0
ERAS,Erasca,1.84,0.0455,971276,53.0,11/9/2023,0.1013,0.0,-0.4001,-0.0248,0.5731,-0.3164,IBB - IWM,277919328.0
BRCC,BRC Class A,4.16,0.0297,531565,373.0,11/9/2023,0.1202,0.0762,-0.1219,-0.1288,0.3793,-0.4477,IWM,266331184.0
SVRA,Savara,4.88,0.0231,693122,45.0,11/9/2023,0.0773,0.0176,-0.0281,-0.018,0.0435,-0.0667,IBB - IWM,660464064.0
ELVN,Enliven Therapeutics,15.95,0.035,115419,4.0,11/9/2023,0.111,-0.0147,-0.1175,-0.0634,-0.0327,-0.0941,IBB - IWM,657330880.0
GBIO,Generation Bio Co.,2.01,0.0469,665336,41.0,11/9/2023,0.1563,0.1058,-0.0248,0.0966,0.3324,-0.2685,IWM,132816816.0
BHR,Braemar Hotels & Resorts,2.18,0.014,281767,28.0,11/9/2023,0.058,0.0048,-0.3874,-0.2281,-0.0348,-0.6449,IWM,143769152.0
VYX,NCR Voyix,15.47,0.0252,2031938,157.0,11/9/2023,0.0698,-0.0136,-0.1594,,,,,2184364032.0
SKYH,Sky Harbour Group Class A,11.66,0.0139,38377,,11/9/2023,,0.1068,,,,,,254526720.0
AURA,Aura Biosciences,8.63,0.0524,180062,33.0,11/9/2023,0.1182,0.0954,-0.4336,0.0749,0.2894,-0.1395,IWM,425112768.0
GROV,Grove Collaborative Hldgs,1.81,-0.0055,107376,24.0,11/9/2023,0.1725,0.0879,-0.1222,-0.2401,0.0054,-0.6763,,67784424.0
KRT,Karat Packaging,26.72,0.0285,62457,,11/9/2023,,-0.1421,,,,,IWM,533449024.0
ANTX,An2 Therapeutics,20.0,0.0,77027,,11/9/2023,,-0.0708,,,,,,594828800.0
INAB,In8bio,1.21,-0.0082,475903,,11/9/2023,,0.0297,,,,,,52377660.0
PED,Pedevco Corp.,0.737,0.0499,101024,,11/9/2023,,-0.006,,,,,,64303436.0
VTGN,Vistagen Therapeutics,4.9,-0.0101,547954,334.0,11/9/2023,0.1339,-0.1107,0.1415,-0.0757,-0.0087,-0.1427,,132390752.0
OPFI,Oppfi Class A,3.24,0.0,282964,340.0,11/9/2023,0.1385,0.0378,-0.4029,-0.211,-0.1552,-0.3141,IWM,57669860.0
CPSS,Consumer Pf Servs,8.94,-0.01,19899,15.0,11/9/2023,0.0629,0.0103,0.464,0.633,1.284,0.041,IWM,188815200.0
CHCI,Comstock Holding Companies - Class A,4.785,-0.0052,5997,,11/9/2023,,-0.0493,,,,,,46183660.0
HSDT,Helius Medical Technologies - Class A,6.17,0.0098,120074,,11/9/2023,,-0.0255,,,,,,4369884.0
ONCT,Oncternal Therapeutics,9.88,0.0346,200666,13.0,11/9/2023,0.1266,-0.033,,-0.1246,-0.1246,-0.1246,,29242222.0
CWD,Calibercos - Class A,1.2,0.0169,20999,,11/9/2023,,0.1008,,,,,,25535450.0
BOLT,Bolt Biotherapeutics,1.09,0.0283,97843,,11/9/2023,,-0.0102,,,,,,41366568.0
TARS,Tarsus Pharmaceuticals,31.15,-0.0013,639136,43.0,11/9/2023,0.0721,0.122,-0.524,0.365,0.746,-0.0241,IBB - IWM,1031208576.0
CLVR,Clever Leaves Holdings - Common Shares,3.29,0.0379,15783,4.0,11/9/2023,0.1667,-0.095,,,,,,5741550.0
CBL,CBL & Associates Properties,24.01,0.0278,77843,494.0,11/9/2023,0.036,0.0187,0.2371,0.1046,0.4069,-0.2691,VNQ - IWM,768349760.0
XPON,Expion360,4.42,0.0376,24908,,11/9/2023,,-0.0322,,,,,,30879928.0
WEST,Westrock Coffee Company,10.3,0.0208,234480,372.0,11/9/2023,0.0614,-0.1159,0.5836,-0.1087,0.1131,-0.1906,IWM,906803584.0
AIMD,Ainos,0.915,0.0044,391089,,11/9/2023,,0.0159,,,,,,4280277.0
VTVT,VTV Therapeutics - Class A,10.4,0.0196,59441,,11/9/2023,,-0.0682,,,,,,21185736.0
MPTI,M-Tron Industries,35.74,0.0312,80125,,11/9/2023,,0.125,,,,,,99638120.0
WRAP,Wrap Technologies,4.57,0.0554,432059,1005.0,11/9/2023,0.1894,0.0699,-0.4117,0.1266,0.5097,-0.1613,,202058752.0
CTNT,Cheetah Net Supply Chain Service - Class A,1.65,0.0217,44205,,11/9/2023,,-0.125,,,,,,29561400.0
CNTX,Context Therapeutics,1.05,0.0606,37868,,11/9/2023,,-0.0202,,,,,,16764352.0
PX,P10 Class A,9.16,-0.0065,492318,817.0,11/9/2023,0.0539,-0.0453,0.0138,0.3841,1.4105,-0.6606,IWM,1071324288.0
RXST,Rxsight,49.77,0.017,514501,230.0,11/9/2023,0.1157,0.0622,-0.1961,0.1463,0.5044,-0.1448,IWM,1784831872.0
DESP,Despegar.com Corp.,8.39,-0.0199,291923,100.0,11/9/2023,0.0826,0.0029,-0.0875,-0.1593,0.0004,-0.3235,,586846976.0
HLVX,Hillevax,15.0,-0.004,115454,,11/9/2023,,0.0618,,,,,IWM,726253952.0
PHIO,Phio Pharmaceuticals Corp.,0.5885,-0.0321,1058934,,11/9/2023,,0.0588,,,,,,2691622.0
SVV,Savers Value Village,20.0,0.0209,729320,22.0,11/9/2023,,-0.1189,,,,,IWM,3209052160.0
CCSI,Consensus Cloud Solutions,19.79,0.0107,145003,18.0,11/9/2023,0.0698,-0.0641,0.0283,0.3468,1.713,-0.4094,IWM,379049760.0
NVTS,Navitas Semiconductor,6.7,0.0585,1811151,796.0,11/9/2023,0.1813,0.1002,-0.0659,0.058,0.424,-0.179,IWM,1199675776.0
FGH,FG Group Holdings,1.39,0.0296,11793,32.0,11/9/2023,0.1406,-0.1053,-0.0512,-0.0973,0.0837,-0.2784,,27394370.0
PLRX,Pliant Therapeutics,16.93,0.0393,460715,90.0,11/9/2023,0.0854,-0.0261,0.0006,-0.0818,0.0279,-0.1949,IBB - IWM,1014038592.0
LIDR,Aeye - Class A,1.3,0.0,1007987,24.0,11/9/2023,0.1179,-0.0343,-0.0085,-0.0964,-0.0357,-0.1571,,8152868.0
SPRU,Spruce Power Holding Class A,3.76,0.0273,78331,37.0,11/9/2023,0.0808,0.1125,0.0574,-0.1926,-0.07,-0.3308,,68530400.0
CPHC,Canterbury Park Holding,23.1,-0.0261,4761,,11/9/2023,,0.014,,,,,,114221232.0
TGAN,Transphorm,4.91,0.0061,269440,,11/9/2023,,-0.0195,,,,,IWM,310586752.0
IOR,Income Opportunity Realty Investors,13.99,0.0,1873,,11/9/2023,,-0.02,,,,,,58313312.0
VTYX,Ventyx Biosciences,2.47,0.0466,2481193,813.0,11/9/2023,0.1342,-0.0717,-0.0381,0.0677,0.2979,-0.1341,IBB - IWM,145848832.0
OPHC,Optimumbank Hldgs,4.1,0.0174,8985,,11/9/2023,,0.0215,,,,,,29725898.0
FORA,Forian,2.87,0.0399,14696,9.0,11/9/2023,0.1005,0.0833,0.7419,-0.0007,0.425,-0.3052,,88901056.0
ISDR,Issuer Direct,15.18,0.0113,9166,,11/9/2023,,-0.1425,,,,,,57822884.0
CREX,Creative Realities,3.26,0.0252,47525,,11/9/2023,,0.0729,,,,,,33933436.0
LCTX,Lineage Cell Therapeutics,1.08,0.0,624116,70.0,11/9/2023,0.0764,-0.028,,,,,IWM,188985648.0
RKDA,Arcadia Biosciences,2.52,0.0252,27403,,11/9/2023,,-0.0346,,,,,,2798049.0
ATHA,Athira Pharma,3.32,0.0473,276862,52.0,11/9/2023,0.0763,0.0647,-0.0654,0.0998,0.4247,-0.1446,,126341200.0
XLO,Xilio Therapeutics,0.63,0.05,126215,,11/9/2023,,-0.1063,,,,,,17349960.0
SBS,Companhia De Saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each Repstg 250 Common Shares),16.06,0.0203,1057686,79.0,11/9/2023,0.0379,0.0057,-0.6102,0.3333,0.5926,-0.0477,,10977168384.0
PAR,Par Technology,48.09,0.0178,250604,1080.0,11/9/2023,0.0899,0.0927,0.1346,0.0589,0.366,-0.1948,IWM,1347551488.0
MEIP,Mei Pharma,4.78,0.0391,41718,27.0,11/9/2023,0.094,0.0099,0.0617,-0.2006,-0.0766,-0.3246,,31849346.0
BJDX,Bluejay Diagnostics,0.8118,0.0529,43315,,11/9/2023,,0.0571,,,,,,1442494.0
ELTX,Elicio Therapeutics,4.18,-0.0048,71386,,11/9/2023,,-0.0034,,,,,,40151620.0
TSBX,Turnstone Biologics Corp.,2.16,-0.0226,107150,,11/9/2023,,-0.0486,,,,,IWM,49881056.0
LIFE,Atyr Pharma,1.97,0.0,314899,42.0,11/9/2023,0.073,-0.0261,,-0.1175,0.0296,-0.2424,,115363320.0
CLNE,Clean Energy Fuels Corp.,2.93,0.0034,1746424,1315.0,11/9/2023,0.0898,-0.0453,-0.0301,-0.0977,0.2405,-0.2392,XOP - IWM,653119872.0
ONL,Orion Office REIT,4.9,0.0082,472117,49.0,11/9/2023,0.0665,-0.004,-0.3494,-0.1542,0.0285,-0.3654,VNQ - IWM,273322304.0
DNTH,Dianthus Therapeutics,23.94,0.0319,39795,1.0,11/9/2023,0.0993,0.0079,,,,,,701877696.0
HHS,Harte-Hanks,7.85,0.0064,14289,,11/9/2023,,-0.0254,,,,,,57446560.0
CURI,Curiositystream  - Class A,0.5001,0.0165,83408,9.0,11/9/2023,0.1328,-0.0518,,0.0314,0.0487,0.0141,,26520894.0
TPC,Tutor Perini,8.91,0.0056,189760,288.0,11/9/2023,0.149,-0.0014,-0.5399,-0.0239,0.3561,-0.1934,IWM,463517504.0
MRKR,Marker Therapeutics,4.24,0.0469,64604,,11/9/2023,,-0.0856,,,,,,37689444.0
AKLI,Akili,0.239,-0.0042,102381,8.0,11/9/2023,0.1454,-0.0652,0.0159,-0.1686,0.1597,-0.4,,18716030.0
WHLM,Wilhelmina International,4.7,0.0,2272,,11/9/2023,,0.0251,,,,,,24239516.0
DRMA,Dermata Therapeutics,0.448,0.0182,694107,,11/9/2023,,-0.0772,,,,,,1428684.0
KINS,Kingstone Companies,3.25,-0.0356,19301,9.0,11/9/2023,0.142,-0.0095,0.0934,0.0174,0.1682,-0.1418,,34971884.0
PKST,Peakstone Realty Trust Common Shares,15.4,0.0267,222668,20.0,11/9/2023,0.1236,0.021,0.0027,-0.1415,-0.1415,-0.1415,VNQ - IWM,554602944.0
CPTN,Cepton,2.62,0.0275,32377,,11/9/2023,,-0.0476,,,,,,41518980.0
ACHV,Achieve Life Sciences  - Common Shares,4.5,0.0297,69825,88.0,11/9/2023,0.0984,-0.0191,0.2763,-0.3144,-0.1267,-0.7759,,95245920.0
INDI,Indie Semiconductor - Class A,7.49,0.0403,2222995,1167.0,11/9/2023,0.1073,0.1417,0.2796,-0.2194,0.1383,-0.4153,IWM,1213434624.0
BBDC,Barings Bdc,8.83,0.0057,474418,63.0,11/9/2023,0.0195,-0.0479,-0.2016,0.0635,0.4205,-0.231,,940538048.0
BFRI,Biofrontera,0.7316,0.0036,181676,11.0,11/9/2023,0.194,-0.0256,,-0.1303,-0.1124,-0.1482,,1110297.0
MSEX,Middlesex Water Company,56.44,0.0073,86436,33.0,11/9/2023,0.0362,-0.0022,0.0818,0.041,0.3011,-0.1157,IWM,1005010112.0
XMTR,Xometry - Class A,32.92,-0.0075,466136,133.0,11/9/2023,0.1508,-0.0329,0.0316,0.5067,1.5725,-0.3104,IWM,1582495872.0
AMTX,Aemetis,3.54,0.0028,495131,1225.0,11/9/2023,0.1548,0.0066,-0.1714,0.0458,0.2096,-0.1943,,139657456.0
LABP,Landos Biopharma,5.18,0.0,7098,,11/9/2023,,-0.0749,,,,,,16145251.0
CABA,Cabaletta Bio,25.0,-0.015,1080436,926.0,11/9/2023,0.1393,0.0192,-0.1994,-0.1292,0.3331,-0.6036,IBB - XBI - IWM,1071235200.0
RPTX,Repare Therapeutics - Common Shares,7.73,-0.0301,306470,76.0,11/9/2023,0.127,-0.1083,0.0558,-0.0459,0.0554,-0.0977,,325343712.0
IRON,Disc Medicine,68.29,0.0234,209253,199.0,11/9/2023,0.1676,0.0138,-0.0538,0.0718,0.8479,-0.4983,IBB - XBI - IWM,1648550016.0
GSL,Global Ship Lease New Class A Common Shares,20.53,0.0118,525368,816.0,11/9/2023,0.0439,0.0236,-0.2614,-0.0537,0.1573,-0.2323,,728631488.0
WBX,Wallbox N.V. Class A,1.56,0.0196,784258,87.0,11/9/2023,0.1006,0.0379,,-0.0657,0.0261,-0.1587,,327276128.0
TCRX,Tscan Therapeutics,5.81,-0.0317,118613,,11/9/2023,,-0.0092,,,,,,277827040.0
DARE,Dare Bioscience,0.348,0.0087,460577,,11/9/2023,,-0.0693,,,,,,34299692.0
NTLA,Intellia Therapeutics,28.23,0.0277,1405806,975.0,11/9/2023,0.1109,-0.1227,0.2338,0.0149,0.2491,-0.211,IBB - XBI - IWM,2528134400.0
ECX,Ecarx Holdings - Class A,2.78,0.0258,348083,,11/9/2023,,-0.0741,,,,,,937959168.0
USFD,US Foods Hldg,46.64,-0.0079,1627713,1102.0,11/9/2023,0.0491,0.0051,-0.1747,-0.0102,0.5288,-0.2779,,11466518528.0
SDPI,Superior Drilling Prods,0.7199,-0.0057,50838,,11/9/2023,,-0.1432,,,,,,21883462.0
EWTX,Edgewise Therapeutics,19.47,-0.0172,654070,106.0,11/9/2023,0.0982,-0.0729,-0.1793,0.0815,0.3662,-0.0753,IBB - IWM,1796526464.0
CIO,City Office REIT,4.78,0.0106,298407,194.0,11/9/2023,0.0671,0.0709,-0.1946,0.1841,1.0369,-0.3048,VNQ - IWM,190849920.0
MKTW,Marketwise - Class A,2.22,-0.022,178441,111.0,11/9/2023,0.1358,0.0262,,-0.0408,0.1627,-0.1658,IWM,86907320.0
IMNM,Immunome,23.11,-0.0162,275750,112.0,11/9/2023,0.1192,-0.0273,0.0526,-0.0544,0.0491,-0.16,,1040607104.0
CLMT,Calumet Specialty Prods,16.29,0.0056,122671,1179.0,11/9/2023,0.1102,0.0962,-0.1027,-0.1432,-0.0006,-0.3321,,1302520064.0
OABI,Omniab,5.44,0.0245,458551,130.0,11/9/2023,0.0925,-0.0418,-0.2876,-0.0659,0.0316,-0.1795,IWM,632674688.0
FA,First Advantage,16.73,0.0054,279915,13.0,11/9/2023,0.0612,0.0142,0.593,0.0785,0.4555,-0.3095,IWM,2429006848.0
SLGL,Sol-Gel Technologies Ltd.,1.3,0.0425,17341,14.0,11/9/2023,0.1797,0.0347,-0.1423,0.0509,0.4194,-0.3212,,36120500.0
KVHI,KVH Industries,4.83,-0.0163,60671,33.0,11/9/2023,0.0667,-0.0411,0.1209,0.0836,1.1219,-0.4084,IWM,94356560.0
SGHC,Super Group (Sghc),3.31,0.0122,341924,64.0,11/9/2023,0.0694,-0.0783,0.1386,0.007,0.5003,-0.4948,IWM,1650133248.0
LNSR,Lensar,4.81,0.0105,25996,44.0,11/9/2023,0.1189,0.1244,-0.1375,0.0985,0.3065,-0.0692,,54094268.0
APLT,Applied Therapeutics,2.78,0.0258,1200295,479.0,11/9/2023,0.1777,-0.1039,0.0333,-0.0056,0.1707,-0.1862,,214697200.0
DSKE,Daseke,8.16,-0.0006,561416,628.0,11/9/2023,0.0956,-0.0201,-0.1244,0.5008,1.144,-0.0564,IWM,379453536.0
WHF,Whitehorse Finance - Closed End,12.61,0.0048,45237,18.0,11/9/2023,0.0331,-0.0033,0.2533,-0.0058,0.1653,-0.1719,,293095360.0
CLRO,Clearone,1.01,0.0,43987,,11/9/2023,,-0.0391,,,,,,24188076.0
WB,Weibo - American Depositary Shares,8.81,-0.0145,1742348,1332.0,11/9/2023,0.0589,-0.0572,0.0179,-0.2662,-0.0289,-0.5388,,2136263808.0
GLP,Global Partners LP Common Units Representing Limited Partner Interests,45.61,-0.0339,265000,118.0,11/9/2023,0.0563,0.0108,0.0349,-0.1149,0.0647,-0.2856,AMLP,1550537472.0
SHCR,Sharecare - Class A,1.03,-0.019,869543,54.0,11/9/2023,0.0803,-0.028,-0.31,0.1051,0.46,-0.15,IWM,362996608.0
PHAT,Phathom Pharmaceuticals,6.74,-0.0337,522229,114.0,11/9/2023,0.1243,0.0051,-0.1049,-0.0748,0.1233,-0.3926,IBB - IWM,385881984.0
LCUT,Lifetime Brands,8.75,0.0198,52054,31.0,11/9/2023,0.1012,0.1027,0.0503,0.0495,0.588,-0.3547,,190874592.0
KIQ,Kelso Technologies,0.1562,0.0276,305903,,11/9/2023,,-0.0016,,,,,,8476988.0
PRTH,Priority Tech Holdings,3.26,0.0415,20878,,11/9/2023,,-0.0545,,,,,IWM,250115600.0
IRWD,Ironwood Pharmaceuticals - Class A,15.32,0.0282,2351936,1410.0,11/9/2023,0.0711,0.0314,-0.1876,-0.0449,0.0938,-0.2133,IBB - XBI - IWM,2390367232.0
JSPR,Jasper Therapeutics - Class A,17.59,0.0132,469590,56.0,11/9/2023,0.1396,-0.0808,,-0.0861,0.0384,-0.3285,,196260960.0
WVE,Wave Life Sciences Ltd. -,4.1,0.0099,568453,137.0,11/9/2023,0.0965,-0.0955,0.1721,0.0047,0.3005,-0.5559,IBB - IWM,488464544.0
OCGN,Ocugen,0.538,0.0346,2121108,481.0,11/9/2023,0.0748,-0.0411,0.0922,-0.1816,-0.017,-0.2441,,137959392.0
WFCF,Where Food Comes From,13.44,0.0105,3445,,11/9/2023,,0.0,,,,,,74509624.0
REAX,Real Brokerage - Common Shares,2.97,-0.0034,208326,100.0,11/9/2023,0.0925,-0.0789,-0.078,-0.0297,0.039,-0.1388,,539945984.0
DNUT,Krispy Kreme,13.56,0.003,874580,333.0,11/9/2023,0.0815,-0.0655,-0.1677,-0.0552,0.7274,-0.4762,IWM,2286134784.0
BKTI,BK Technologies,11.59,0.0248,7230,,11/9/2023,,-0.0296,,,,,,40049232.0
INKT,Mink Therapeutics,0.91,0.0581,50011,,11/9/2023,,-0.0672,,,,,,31402590.0
SN,Sharkninja,51.02,0.0231,814396,570.0,11/9/2023,,-0.0086,,,,,,7090907648.0
PRPH,Prophase Labs,5.24,-0.0019,23403,14.0,11/9/2023,0.088,0.0782,0.7101,-0.0161,0.1716,-0.1974,,94555952.0
GLUE,Monte Rosa Therapeutics,4.87,0.0384,254029,97.0,11/9/2023,0.1528,-0.1057,0.4434,-0.0439,0.0851,-0.1819,IWM,243894560.0
XERS,Xeris Biopharma Holdings,2.87,0.0513,1620073,260.0,11/9/2023,0.0759,-0.0884,-0.1123,-0.1484,0.0,-0.3498,IWM,396249408.0
CION,Cion Invt,11.06,0.0073,249385,27.0,11/9/2023,0.0361,0.037,0.2141,0.0701,0.5313,-0.6766,,600552384.0
SPLP,Steel Partners Holdings LP Partnership Unit,37.25,0.0117,1966,,11/9/2023,,0.0106,,,,,,811210752.0
SOHO,Sotherly Hotels,1.38,0.0299,65797,,11/9/2023,,-0.0616,,,,,,27181584.0
IMVT,Immunovant,35.5,0.0065,1495378,2043.0,11/9/2023,0.0567,-0.0623,0.0656,-0.1411,0.1405,-0.337,IBB - XBI - IWM,5135497728.0
WD,Walker & Dunlop,93.98,-0.0102,210016,143.0,11/9/2023,0.065,-0.033,0.0845,-0.0521,0.1078,-0.1707,KBE - IWM,3130860288.0
HOOK,Hookipa Pharma,0.6766,0.0144,1828512,117.0,11/9/2023,0.1249,-0.1197,,0.5632,1.2357,-0.1093,,66949632.0
FVRR,Fiverr Intl,29.27,0.0544,756306,1406.0,11/9/2023,0.1591,-0.0532,-0.3408,-0.1409,0.1199,-0.4115,,1123355648.0
UTZ,Utz Brands Class A Common,18.43,0.0138,779552,466.0,11/9/2023,0.0826,0.0,-0.3387,-0.1567,-0.0114,-0.317,IWM,1495436416.0
RLYB,Rallybio,1.77,0.0351,161858,,11/9/2023,,0.0133,,,,,IWM,66907520.0
CMAX,Caremax - Class A,5.04,-0.0345,370174,12.0,11/9/2023,0.1306,-0.1408,0.0103,-0.1898,-0.0176,-0.4857,IWM,18873222.0
AGRX,Agile Therapeutics,1.1701,-0.0249,57467,,11/9/2023,,0.0354,,,,,,2938890.0
ESEA,Euroseas Ltd.,39.4,-0.0269,40698,,11/9/2023,,-0.0193,,,,,,280378528.0
SPGC,Sacks Parente Golf,0.78,0.0143,65256,,11/9/2023,,-0.0707,,,,,,11384778.0
PMVP,PMV Pharmaceuticals,1.68,-0.0059,677302,69.0,11/9/2023,0.1745,0.0215,-0.1147,0.4901,1.4352,-0.0629,IWM,85944832.0
NEON,Neonode,1.69,-0.0231,55378,70.0,11/9/2023,0.1392,-0.0763,0.0079,0.3676,1.8717,-0.1936,,25957522.0
IPSC,Century Therapeutics,4.3,-0.0337,171000,27.0,11/9/2023,0.1196,-0.1312,0.6686,0.01,0.4948,-0.3309,IWM,257290368.0
SLVM,Sylvamo,46.52,-0.0045,293792,90.0,11/9/2023,0.074,0.0386,-0.2839,0.2663,1.0974,-0.081,IWM,1933077248.0
VRCA,Verrica Pharmaceuticals,5.51,0.0515,795120,171.0,11/9/2023,0.102,-0.0983,0.0056,0.0866,1.0875,-0.5239,IWM,231775696.0
XTNT,Xtant Medical Hldgs,1.07,0.0094,77106,,11/9/2023,,-0.0248,,,,,,139217920.0
ATLC,Atlanticus Holdings,32.48,0.0062,15996,,11/8/2023,0.1353,-0.0399,0.1522,0.0415,0.2901,-0.2076,IWM,473803296.0
ADES,Advanced Emissions Solns,3.36,0.0,80654,52.0,11/8/2023,0.1066,0.0722,-0.1627,0.4833,1.1464,-0.016,,111716904.0
ACET,Adicet Bio,3.27,-0.0325,906276,109.0,11/8/2023,0.132,-0.0602,,-0.0719,0.0675,-0.2593,IWM,268305088.0
PDFS,PDF Solutions,33.76,0.0163,212173,10.0,11/8/2023,0.0864,-0.0167,-0.0226,0.3643,1.2011,-0.5569,IWM,1291704832.0
BKCC,Blackrock Cap Inv,3.71,-0.0027,193147,16.0,11/8/2023,0.0371,-0.0084,-0.1484,-0.0934,0.3008,-0.453,,269241760.0
JXN,Jackson Finl,51.84,-0.0025,719488,472.0,11/8/2023,0.0809,0.122,0.5242,0.3889,0.9863,-0.0715,KBE - IWM,4121283328.0
OFIX,Orthofix Medical,14.42,-0.0089,787888,76.0,11/8/2023,0.0748,-0.1037,-0.1755,0.0134,0.6515,-0.4312,IWM,529771776.0
NN,Nextnav,4.41,0.0023,583895,1401.0,11/8/2023,0.0978,-0.0061,-0.3048,,,,IWM,485699328.0
EFXT,Enerflex Common Shares,5.17,-0.0134,34933,41.0,11/8/2023,0.0586,0.1044,0.0097,0.1093,0.3583,-0.0468,,640483392.0
RCMT,RCM Technologies,28.49,0.0237,66348,35.0,11/8/2023,0.1073,0.1414,-0.017,-0.0797,0.0165,-0.3287,,223144880.0
NTRA,Natera,69.74,0.0013,1313863,452.0,11/8/2023,0.1415,0.098,-0.2253,0.23,0.6117,-0.1655,IBB - XBI,8379379200.0
NEPH,Nephros,3.57,0.0056,24260,,11/8/2023,,-0.0259,,,,,,37431200.0
CDNA,Caredx,8.78,-0.0045,1103359,74.0,11/8/2023,0.1617,0.139,0.2091,-0.1327,0.0758,-0.399,IBB - XBI - IWM,474983776.0
MUX,Mcewen Mining,6.86,0.0,466447,975.0,11/8/2023,0.1033,0.0913,0.1986,-0.0055,0.1468,-0.223,,338848832.0
AKYA,Akoya Biosciences,6.06,0.0219,165649,29.0,11/8/2023,0.1235,0.109,-0.2532,-0.0479,0.2899,-0.1827,IWM,297401568.0
GOVX,Geovax Labs,2.65,0.0392,250302,,11/8/2023,,-0.0165,,,,,,5239453.0
TLF,Tandy Leather Factory,4.46,-0.0045,4192,,11/8/2023,,0.0199,,,,,,37460632.0
ODV,Osisko Development Corp. Common Shares,2.44,0.0,76189,33.0,11/8/2023,0.0773,-0.0097,,-0.0302,0.0257,-0.1144,,204875632.0
SILV,Silvercrest Metals Common Shares,5.53,0.0,1175046,1387.0,11/8/2023,0.0732,0.0422,-0.072,0.0111,0.1069,-0.1286,,806320512.0
GEG,Great Elm Group,1.94,0.0265,14430,,11/8/2023,,0.0215,,,,,,57945688.0
AHT,Ashford Hospitality Trust,1.52,0.0066,547599,305.0,11/8/2023,0.1237,-0.1116,0.0933,0.4126,1.1229,-0.0547,,52427704.0
